SchoolID,AllSchoolInfoSchoolID,SchoolName,ActualShipDate,EstBookShipDate,MarketingStartDate,MarketingEndDate,IsDonorProject,IsMemberProject,AlumniTouchConsolidatedCount,AlumniTouchConsolidatedEmailCount,AlumniTouchConsolidatedPostcardCount,BEMLOptOutCount,HomeEmailBouncedCount,BusinessEmailBouncedCount,BuyersToRespondentsPercentage,MatchingHouseholdCandidates,MatchingHouseholdUniqueAddresses,MatchingHouseholdUniqueAddressesMoreThan2Candidates,MKTGSummaryAlumniCount,MKTGSummaryAlumniDeceasedRespondentsCount,MKTGSummaryAlumniLivingRespondentsCount,MKTGSummaryAlumniOriginalMarketableRespondentsCount,MKTGSummaryAlumniOriginalMarketableResponseRate,MKTGSummaryAlumniRespondentsCount,MKTGSummaryBuyersCount,MKTGSummarySalesCount,NumberOfBusinessAddressesAdded,NumberOfBusinessAddressesUpdated,NumberOfBusinessAddressesVerified,NumberOfBusinessEmailsUpdated,NumberOfBusinessEmailsVerified,NumberOfBusinessPhoneNumbersAdded,NumberOfBusinessEmailsAdded,NumberOfBusinessPhoneNumbersUpdated,NumberOfBusinessPhoneNumbersVerified,NumberOfCellPhoneNumbersAdded,NumberOfCellPhoneNumbersUpdated,NumberOfCellPhoneNumbersVerified,NumberOfEmployerNamesAdded,NumberOfEmployerNamesUpdated,NumberOfEmployerNamesVerified,NumberOfHomeAddressesAdded,NumberOfHomeAddressesNCOAUpdated,NumberOfHomeAddressesUpdated,NumberOfHomeAddressesVerified,NumberOfHomeEmailsAdded,NumberOfHomeEmailsUpdated,NumberOfHomeEmailsVerified,NumberOfHomePhoneNumbersAdded,NumberOfHomePhoneNumbersUpdated,NumberOfJobTitlesAdded,NumberOfHomePhoneNumbersVerified,NumberOfJobTitlesUpdated,NumberOfJobTitlesVerified,OptOutPercentage,OriginalBusinessEmailBouncedCount,OriginalHomeEmailBouncedCount,ThirdPartyAppendBouncedContributingEmailCount,ThirdPartyAppendContributingEmailBuyerCount,ThirdPartyAppendEmailCandidateContributingEmailCount,ThirdPartyAppendEmailCandidateCount,ThirdPartyAppendNonContributingEmailCount,TotalAlumniBuyersToOrigMarketable,TotalAlumniDeceased,TotalAlumniDeceasedOMRatio,TotalAlumniDeceasedRatio,TotalAlumniDeceasedRespondentsOMRatio,TotalAlumniDeceasedRespondentsRatio,TotalAlumniDonor,TotalAlumniDoNotEmail,TotalAlumniDoNotEmailToOrigMarketable,TotalAlumniDoNotMail,TotalAlumniDoNotMailToOrigMarketable,TotalAlumniDoNotPhone,TotalAlumniDoNotPhoneToOrigMarketable,TotalAlumniDoNotPrint,TotalAlumniDoNotPrintCL,TotalAlumniDoNotPrintCLOMRatio,TotalAlumniDoNotPrintRatio,TotalAlumniIncompleteContactInfo,TotalAlumniIncompleteContactInfoCL,TotalAlumniIncompleteContactInfoCLOMRatio,TotalAlumniIncompleteContactInfoRatio,TotalAlumniLivingRespondentsOMRatio,TotalAlumniLivingRespondentsRatio,TotalAlumniLost,TotalAlumniLostCL,TotalAlumniLostCLOMRatio,TotalAlumniLostRatio,TotalAlumniOriginalEmailable,TotalAlumniOriginalEmailableINTL,TotalAlumniOriginalEmailableINTLToOrigMarketable,TotalAlumniOriginalEmailableToOrigMarketable,TotalAlumniOriginalEmailableUSorCAN,TotalAlumniOriginalEmailableUSorCANToOrigMarketable,TotalAlumniOriginalMailable,TotalAlumniOriginalMailableINTL,TotalAlumniOriginalMailableINTLToOrigMarketable,TotalAlumniOriginalMailableToOrigMarketable,TotalAlumniOriginalMailableUSorCAN,TotalAlumniOriginalMailableUSorCANToOrigMarketable,TotalAlumniOriginalMarketable,TotalAlumniOriginalPhonable,TotalAlumniOriginalPhonableINTL,TotalAlumniOriginalPhonableINTLToOrigMarketable,TotalAlumniOriginalPhonableToOrigMarketable,TotalAlumniOriginalPhonableUSorCAN,TotalAlumniOriginalPhonableUSorCANToOrigMarketable,TotalAlumniOriginalRestrictedPhonable,TotalAlumniOriginalRestrictedPhonableToOrigMarketable,TotalAlumniPriorBuyer,TotalAlumniRemainingEmailable,TotalAlumniRemainingEmailableINTL,TotalAlumniRemainingEmailableINTLToOrigMarketable,TotalAlumniRemainingEmailableToOrigMarketable,TotalAlumniRemainingEmailableUSorCAN,TotalAlumniRemainingEmailableUSorCANToOrigMarketable,TotalAlumniRemainingMailable,TotalAlumniRemainingMailableCL,TotalAlumniRemainingMailableCLToOrigMarketable,TotalAlumniRemainingMailableINTL,TotalAlumniRemainingMailableINTLToOrigMarketable,TotalAlumniRemainingMailableToOrigMarketable,TotalAlumniRemainingMailableUSorCAN,TotalAlumniRemainingMailableUSorCANToOrigMarketable,TotalAlumniRemainingMarketableCandidates,TotalAlumniRemainingMarketableCandidatesCL,TotalAlumniRemainingMarketableCandidatesCLOMRatio,TotalAlumniRemainingMarketableCandidatesRatio,TotalAlumniRemainingPhonable,TotalAlumniRemainingPhonableINTL,TotalAlumniRemainingPhonableINTLToOrigMarketable,TotalAlumniRemainingPhonableToOrigMarketable,TotalAlumniRemainingPhonableUSorCAN,TotalAlumniRemainingPhonableUSorCANToOrigMarketable,TotalAlumniRemainingRestrictedPhonable,TotalAlumniRemainingRestrictedPhonableToOrigMarketable,TotalAlumniRespondentsRatio,TotalAlumniRespondentsToOrigMarketable,TotalAlumniStaff,TotalAlumniVIP,TotalAlumniUncontactable,TotalAlumniUncontactableCL,TotalAlumniUncontactableCLOMRatio,TotalAlumniUncontactableRatio,TotalConstituentsWithClientOriginatedEmployerName,TotalConstituentsWithClientOriginatedJobTitle,TotalConstituentsWithInValidClientOriginatedBusinessEmails,TotalConstituentsWithInValidClientOriginatedHomeEmails,TotalConstituentsWithValidClientOriginatedBusinessPhones,TotalConstituentsWithValidClientOriginatedCellPhones,TotalConstituentsWithValidClientOriginatedHomeEmails,TotalConstituentsWithValidClientOriginatedHomePhones,TotalMarketedTo,TotalNonDeceasedRecords,TotalPCIAmountOrders,TotalPCIAmountPaid,TotalPCIMemDonOrders,TotalPostcardBuncedCandidateCount,TotalPostcardCost,TotalPostcardProfit,TotalPostcardProfitPercentage,ValidClientOriginatedBusinessEmails,ClientDatabaseName,NoProductPitch,OneProductPitch,TwoOrMoreProductPitch,ProductPitchRate,TotalStoriesCollected,TotalStoriesToBePublished,TotalStoriesCompleted,TotalPhotoSubmissions,TotalHasPhotoSubmission,TotalPhotosSubmitted,TotalConstituentsWithPhotoAndIncludedInBook,StoriesToRespondents %,Photos To Stories In Book %
3393,287201,West Monroe High School,12/15/2020,11/13/2020,1/10/2020,6/12/2020,FALSE,FALSE,88108,52277,35831,0,446,29,9.48,7579,3346,159,23699,167,2598,381,6.148136195,2765,262,271,338,700,383,0,0,192,275,485,359,1699,0,0,555,726,838,3,718,899,1595,1359,158,421,42,1217,572,1151,959,841,0,0,0,1355,55,5201,5201,392,4.23,348,6,1,3,1,0,19,0.31,91,1.47,64,1.03,213,230,4,1,154,1425,23,1,42,11,5249,1002,16,22,0,0,0,0,0,0,6073,0,0,98,6073,98,6197,5451,0,0,87.96,5432,87.66,19,0.31,0,5879,2,0.03,94.87,676,10.91,13748,15412,248.7,0,0,221.85,13748,221.85,14926,17864,288,63,10097,0,0,162.93,10033,161.9,64,1.03,12,44.62,0,0,44,65,1,0,7528,8742,0,710,2194,0,1208,10977,17356,23721,57773,58396,0,2408,9364.8,49031.19,84.87,0,Other,159,293,1687,92.57,,,,0,,,,,
3394,287301,Nevada VFW,10/16/2020,10/9/2020,10/11/2019,8/2/2020,FALSE,FALSE,51491,25405,26086,0,250,0,10.82,0,0,0,8130,132,3554,3686,46.13844036,3686,399,402,0,0,0,0,0,0,0,0,0,1914,0,0,0,0,0,0,69,231,3289,909,188,1491,568,1053,0,1297,0,0,0,0,286,951,180,1627,1018,365,4.99,41,1,1,2,2,0,62,0.78,49,0.61,30,0.38,10,10,0,0,4,313,4,0,44,44,538,0,0,7,3590,3,0.04,44.94,3587,44.9,7866,0,0,98.46,7866,98.46,7989,4939,0,0,61.82,4817,60.3,122,1.53,0,2644,1,0.01,33.1,1625,20.34,3440,3668,45.91,0,0,43.06,3440,43.06,3851,4075,51,47,1365,0,0,17.09,1330,16.65,35,0.44,45,46.14,0,0,0,5,0,0,0,0,0,520,0,0,3232,1539,7816,8011,110591,109814,0,760,7825.8,101987.86,92.22,0,Other,,,,,,,,32,,,,,
3396,287501,Saint Joseph Notre Dame High School,9/29/2020,10/9/2020,10/11/2019,4/10/2020,FALSE,FALSE,47167,34804,12363,0,439,65,11.66,510,242,1,8714,67,1511,1554,27.16783217,1582,184,191,227,266,107,77,43,76,163,387,182,422,134,430,212,461,529,108,205,227,1070,161,185,991,55,498,218,696,649,472,0,65,467,626,69,1124,758,91,3.22,1079,19,12,1,1,59,43,0.75,868,15.17,41,0.72,12,12,0,0,1,24,0,0,26,17,2020,1883,33,23,3576,9,0.16,62.52,3567,62.36,3995,0,0,69.84,3995,69.84,5720,3654,0,0,63.88,3634,63.53,20,0.35,0,2694,5,0.09,47.1,1931,33.76,2469,2508,43.85,0,0,43.16,2469,43.16,3890,3989,70,45,2256,0,0,39.44,2238,39.13,18,0.31,18,27.59,47,0,134,149,3,2,3046,3719,128,786,1002,714,3085,2422,5678,7591,41665,41458,0,171,3587.7,37870.6,90.89,241,SalesForce,,,,,,,,0,,,,,
3397,287601,Valley City State University,1/27/2021,1/1/2021,1/3/2020,7/3/2020,TRUE,FALSE,101193,61934,39259,0,279,1,11.69,2991,1446,12,18979,123,4394,4475,37.14926117,4518,528,507,470,1158,850,0,0,526,675,522,344,1545,430,1233,786,1157,1862,1,358,573,3716,828,623,2387,352,916,933,1832,1935,1238,0,0,280,1424,169,2400,1184,298,4.38,5813,48,31,1,1,1712,71,0.59,195,1.62,152,1.26,0,0,0,0,7,55,0,0,36,23,1153,931,8,6,7248,13,0.11,60.17,7235,60.06,11595,0,0,96.26,11595,96.26,12046,6497,0,0,53.93,6444,53.49,53,0.44,1130,5106,10,0.08,42.39,3912,32.48,7014,7258,60.25,0,0,58.23,7014,58.23,7446,7613,63,39,3805,0,0,31.59,3778,31.36,27,0.22,24,37.5,0,0,43,50,0,0,7585,8600,0,373,1088,1981,6917,4183,11903,13069,120273,119886,3225,229,10991.4,108894.41,90.54,0,Raiser's Edge v7.95 or later,164,492,2954,95.46,,,,0,,,,,
3398,287701,Wheaton College,9/22/2021,1/1/2021,1/3/2020,7/3/2020,TRUE,FALSE,111617,47370,64247,0,361,0,12.9,686,341,0,27790,54,4209,4251,23.89276079,4263,550,568,0,0,0,0,0,0,0,0,0,1642,831,400,0,0,0,2,1228,335,3707,697,311,2879,516,1935,0,790,0,0,0,0,369,1353,155,3844,1904,170,3.09,5537,31,20,0,0,1066,1463,8.22,885,4.97,1541,8.66,6,6,0,0,156,271,2,1,24,15,3922,3176,18,14,10954,334,1.88,61.57,10620,59.69,16054,0,0,90.23,16054,90.23,17792,7861,0,0,44.18,7789,43.78,72,0.4,2203,9680,334,1.88,54.41,7442,41.83,11494,12508,70.3,0,0,64.6,11494,64.6,13364,13831,78,48,5700,0,0,32.04,5664,31.83,36,0.2,15,23.96,51,143,542,706,4,2,0,1,0,966,0,2448,10646,5682,14550,22223,163657,155272,0,306,19037.7,136234.14,83.24,0,Banner,737,525,2600,80.92,2213,1141,1140,224,,,,,
3399,287801,Alpha Delta Gamma,1/8/2021,1/8/2021,1/10/2020,7/10/2020,FALSE,FALSE,50743,28147,22596,0,574,41,14.02,249,122,2,11069,146,1195,1331,16.81617183,1343,188,192,317,46,24,38,13,216,202,9,5,571,168,109,618,159,177,11,438,366,804,374,153,505,71,537,655,564,177,214,0,37,575,939,87,1791,1342,123,2.38,375,5,3,2,1,0,40,0.51,48,0.61,38,0.48,3,4,0,0,2427,2708,34,22,15,11,1122,0,0,10,2483,14,0.18,31.37,2469,31.19,7216,1,0.01,91.17,7215,91.16,7915,5521,3,0.04,69.75,5215,65.89,303,3.83,0,2693,11,0.14,34.02,1340,16.93,5071,5629,71.12,0,0,64.07,5071,64.07,5758,6574,83,52,3418,2,0.03,43.18,3276,41.39,140,1.77,12,16.94,0,0,43,67,1,0,1393,1686,77,862,19,569,1988,2959,7717,10682,45954,45444,0,937,6778.8,38665.66,84.14,103,Excel,41,109,882,96.03,,,,0,,,,,
3400,287901,Seton Hall Preparatory School,12/10/2020,11/13/2020,11/1/2019,5/1/2020,FALSE,FALSE,92378,56665,35713,0,606,10,19.22,0,0,0,15446,93,3309,3389,31.37091549,3403,654,672,1157,0,0,5,1,726,769,0,0,1317,154,933,1004,1091,728,5,900,669,2365,651,373,1959,175,1201,1196,1436,1037,660,0,4,638,1833,267,3345,2225,297,6.05,1689,16,11,1,1,0,174,1.61,518,4.79,656,6.07,1,1,0,0,3,18,0,0,31,21,3080,2892,27,20,5506,15,0.14,50.97,5491,50.83,9817,0,0,90.87,9817,90.87,10803,7360,0,0,68.13,7336,67.91,24,0.22,0,4857,9,0.08,44.96,2623,24.28,6407,6612,61.21,0,0,59.31,6407,59.31,7243,7406,69,47,4905,0,0,45.4,4895,45.31,10,0.09,22,31.49,56,19,28,38,0,0,5354,5075,7,476,0,1940,4988,5771,10722,13691,171171,170437,0,238,10713.9,159722.79,93.31,4,Other,,,,,,,,0,,,,,
3401,288001,Grambling State University,6/29/2021,1/8/2021,1/10/2020,7/10/2020,TRUE,FALSE,294177,184327,109850,0,2117,7,15.17,13393,5879,352,49983,268,7030,6865,20.19058263,7291,1107,1037,1817,855,409,0,0,1161,1458,618,334,2642,1663,1093,3873,702,711,4,2118,1767,4531,2649,1048,2301,186,3370,3307,2736,1709,916,0,0,2323,6188,430,9558,6815,1103,3.26,850,3,2,1,1,1074,351,1.03,1396,4.11,102,0.3,5645,6813,20,11,55,272,1,0,21,14,14663,2024,6,29,13278,14,0.04,39.05,13264,39.01,29425,0,0,86.54,29425,86.54,34001,23465,0,0,69.01,23235,68.34,230,0.68,1110,13722,5,0.01,40.36,6896,20.28,17330,29841,87.77,0,0,50.97,17330,50.97,21332,32356,95,43,11441,0,0,33.65,11259,33.11,182,0.54,15,21.46,6,1,140,370,1,0,3468,8134,0,2911,2196,7497,11183,16413,34106,49106,285816,268753,0,1786,31184.4,237569.01,83.12,0,Banner,382,478,5042,93.53,,,,0,,,,,
3404,288301,Long Island University,3/5/2021,12/4/2020,12/6/2019,7/31/2020,TRUE,FALSE,1393836,1048102,345734,0,8003,457,12.99,19045,9135,83,220379,614,14153,14676,8.656313222,14767,1918,1749,2718,2963,1339,102,136,1767,2445,2254,1063,6123,1786,1926,5866,3183,2431,2,16103,2964,10431,5063,1888,5923,527,6502,7197,6499,3083,2279,0,284,7930,29212,850,69366,48261,2256,1.13,21072,12,10,0,0,5594,3196,1.89,989,0.58,1847,1.09,4265,4778,3,2,95,1357,1,0,8,6,33259,26202,15,15,65741,697,0.41,38.78,65044,38.36,144968,0,0,85.51,144968,85.51,169541,119673,1,0,70.59,117727,69.44,1945,1.15,0,98198,595,0.35,57.92,49342,29.1,120885,125487,74.02,11,0.01,71.3,120874,71.29,146539,151654,89,66,95622,11,0.01,56.4,94581,55.79,1030,0.61,7,8.71,593,42,382,549,0,0,42967,40765,597,10310,9720,28325,56547,90432,168390,198919,413684,411542,12870,6914,100835.4,310706.84,75.11,1092,Raiser's Edge v7.95 or later,,,,,,,,0,,,,,
3405,288401,Rust College,2/15/2021,12/4/2020,2/7/2020,7/10/2020,TRUE,FALSE,47649,29294,18355,0,591,19,20.51,976,455,8,8992,118,1564,1665,27.89879357,1685,345,346,382,63,64,0,0,267,258,23,33,981,10,56,677,262,354,4,491,316,1169,336,254,713,132,433,607,816,538,249,0,0,613,891,164,1791,1164,204,5.78,564,9,6,2,1,89,62,1.04,42,0.7,23,0.39,56,58,1,1,10,43,1,0,26,17,2527,2389,40,28,2967,1,0.02,49.72,2966,49.7,5346,0,0,89.58,5346,89.58,5968,3246,0,0,54.39,3227,54.07,19,0.32,0,2612,1,0.02,43.77,1447,24.25,3554,3713,62.22,0,0,59.55,3554,59.55,4151,4254,71,46,1693,0,0,28.37,1682,28.18,11,0.18,19,28.18,28,1,2,2,0,0,1015,1286,0,309,54,55,2617,2112,5894,8350,86496,85214,2600,159,5243.1,79971.31,92.46,0,Colleague,84,119,1205,94.03,,,,0,,,,,
3406,288501,National Association for Black Veterans,12/16/2020,12/4/2020,11/29/2019,5/29/2020,FALSE,FALSE,28146,14659,13487,0,302,3,15.49,427,193,8,4879,63,718,627,14.40716912,781,121,135,73,0,0,0,0,31,35,52,48,206,57,107,255,50,76,0,189,130,419,233,49,134,70,140,281,309,50,65,0,0,290,715,45,1347,1144,106,2.78,54,1,1,1,1,0,10,0.23,14,0.32,10,0.23,32,33,1,1,12,370,9,0,17,15,912,0,0,19,781,0,0,17.95,781,17.95,4249,0,0,97.63,4249,97.63,4352,2170,0,0,49.86,2141,49.2,29,0.67,0,1554,0,0,35.71,410,9.42,2702,3011,69.19,0,0,62.09,2702,62.09,3088,3634,84,63,1541,0,0,35.41,1524,35.02,17,0.39,16,17.95,0,0,0,7,0,0,494,469,0,595,211,413,701,1216,4576,4839,36701,36484,0,996,3986.7,32497.71,88.55,0,Excel,,,,,,,,50,,,,,
3407,288601,St. Anthony High School (CA),,11/6/2020,11/8/2019,4/8/2020,FALSE,FALSE,45398,24582,20816,0,321,2,16.32,1811,846,12,12922,184,1507,1607,21.47247461,1699,276,286,186,125,103,0,0,102,158,138,115,877,1,2,660,153,251,6,612,331,1134,401,198,708,33,710,727,740,299,233,0,0,376,520,89,1717,1477,163,3.69,644,9,5,2,1,0,757,10.11,1775,23.72,1622,21.67,47,48,1,0,86,467,6,1,20,12,3656,2715,36,28,2089,4,0.05,27.91,2085,27.86,6889,0,0,92.05,6889,92.05,7484,5393,0,0,72.06,5269,70.4,124,1.66,894,2363,2,0.03,31.57,884,11.81,4478,4685,62.6,0,0,59.83,4478,59.83,5193,5694,76,40,2562,0,0,34.23,2467,32.96,95,1.27,13,22.59,5,1,1605,1663,22,12,1273,1690,15,1232,328,2,1673,3003,7077,21760,66112,65679,0,864,5949,59730.19,90.35,0,Giftworks,82,149,1144,94.04,,,,0,,,,,
3408,288701,Bishop Fenwick High School,11/17/2020,12/25/2020,12/27/2019,6/26/2020,FALSE,FALSE,67831,49607,18224,0,335,13,7.69,1878,839,27,10575,22,1538,1555,17.99976849,1561,120,123,313,255,97,0,3,163,240,185,68,861,0,0,621,284,153,1,724,358,993,247,197,921,99,530,1011,609,54,31,0,1,341,1147,56,2823,1793,126,1.39,345,4,3,0,0,619,46,0.53,34,0.39,18,0.21,2,2,0,0,1,30,0,0,18,15,1739,1539,18,16,4438,0,0,51.37,4438,51.37,7912,0,0,91.58,7912,91.58,8639,6263,0,0,72.5,6251,72.36,12,0.14,0,4742,0,0,54.89,2949,34.14,6193,6378,73.83,0,0,71.69,6193,71.69,6923,7094,82,65,5140,0,0,59.5,5134,59.43,6,0.07,15,18.06,4,83,5,5,0,0,1463,273,3,445,464,0,4112,5337,8464,10204,26095,25840,0,248,5135.4,20704.51,79.34,11,Abila FR50,,,,,,,,0,,,,,
3409,288801,Vermont Academy,11/9/2020,11/6/2020,11/1/2019,4/10/2020,FALSE,FALSE,37612,22811,14801,0,293,3,20.39,206,96,2,6567,27,1037,1059,22.83804184,1064,217,220,243,285,107,0,2,199,214,0,0,518,91,219,464,324,196,49,291,287,822,162,155,809,46,485,568,548,268,190,0,2,317,497,75,1048,646,55,4.68,746,16,11,1,0,0,48,1.04,27,0.58,121,2.61,6,6,0,0,18,48,1,0,22,16,1310,1035,22,20,2784,184,3.97,60.04,2600,56.07,4009,0,0,86.46,4009,86.46,4637,3159,1,0.02,68.13,3129,67.48,29,0.63,0,2370,166,3.58,51.11,1558,33.6,2825,3132,67.54,17,0.37,60.92,2808,60.56,3408,3626,78,52,2086,6,0.13,44.99,2067,44.58,13,0.28,16,22.95,8,0,15,42,1,0,1646,1408,5,529,0,466,2515,2267,4520,5818,52077,51936,0,154,4354.8,47581.13,91.37,3,Raiser's Edge v7.94 or earlier,,,,,,,,0,,,,,
3410,288901,St. Mary's Academy (CA),1/28/2021,1/8/2021,1/3/2020,7/3/2020,FALSE,FALSE,50492,31299,19193,0,87,15,18.18,561,257,7,11286,110,2178,2242,31.67561458,2288,416,433,388,0,0,0,0,131,244,241,154,903,108,384,1301,1,2,10,634,478,1594,480,194,1222,82,797,730,1141,758,370,0,0,188,942,158,1959,1514,183,5.88,1499,21,13,2,1,1314,219,3.09,34,0.48,107,1.51,2,2,0,0,3,34,0,0,31,19,2837,2695,38,25,2678,5,0.07,37.84,2673,37.76,6606,0,0,93.33,6606,93.33,7078,5172,0,0,73.07,4934,69.71,238,3.36,769,2628,2,0.03,37.13,1112,15.71,4177,4280,60.47,0,0,59.01,4177,59.01,4657,4764,67,41,2924,0,0,41.31,2783,39.32,141,1.99,20,32.33,0,2,0,4,0,0,8,1995,0,531,320,583,2453,3541,7133,9744,93309,92686,0,177,5671.2,87015.03,93.25,0,DonorPerfect,84,230,1644,95.71,,,,0,,,,,
3411,289001,Billerica Memorial High School,11/6/2020,10/9/2020,12/6/2019,5/8/2020,FALSE,FALSE,49478,25982,23496,0,157,5,9.77,8206,3333,364,25101,167,1614,1620,19.39190807,1781,174,180,228,247,146,0,0,108,140,158,84,718,0,0,574,315,260,3,527,439,1064,724,59,338,174,555,611,659,388,319,0,0,142,1565,67,2695,2517,218,2.08,2561,31,10,2,1,0,23,0.28,70,0.84,45,0.54,177,208,2,1,1485,1769,21,6,19,6,11088,9213,110,44,750,1,0.01,8.98,749,8.97,7437,0,0,89.02,7437,89.02,8354,4907,0,0,58.74,4879,58.4,28,0.34,0,2765,1,0.01,33.1,247,2.96,6972,8246,98.71,0,0,83.46,6972,83.46,8006,9561,114,32,3249,0,0,38.89,3240,38.78,9,0.11,7,21.32,11,0,3,8,0,0,3985,5067,0,322,439,0,594,2143,10801,25514,37488,37290,0,905,6070.2,31219.82,83.28,0,Excel,,,,,,,,0,,,,,
3412,289101,New York Military Academy,,4/23/2021,4/24/2020,10/23/2020,FALSE,FALSE,0,0,0,0,62,0,0,0,0,0,7436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,0,0,0,0,0,0,0,0,0,0,0,0,0,62,83,0,2338,1292,0,0,2546,51,34,0,0,0,61,1.22,5,0.1,4,0.08,4,4,0,0,278,364,7,4,0,0,1073,914,18,14,1915,97,1.94,38.24,1818,36.3,4526,342,6.83,90.38,4184,83.55,5008,3044,109,2.18,60.78,2703,53.97,232,4.63,0,3009,20,0.4,60.08,1697,33.89,1537,1615,32.25,0,0,30.69,1537,30.69,3529,3591,72,47,681,0,0,13.6,668,13.34,13,0.26,0,0,5,0,6,17,0,0,1456,1533,0,446,97,0,1751,581,0,4926,0,0,0,0,0,0,0,0,Other,,,,,,,,0,,,,,
3413,289201,The Washington Center,12/12/2020,12/4/2020,11/29/2019,8/2/2020,TRUE,FALSE,355384,301366,54018,0,5944,5,10.29,3089,1468,19,57324,38,2605,2638,5.059455313,2644,272,238,1392,0,0,0,0,789,997,0,0,1887,0,0,1297,865,433,1,5060,1554,1548,508,725,1978,39,1642,1358,1552,955,400,0,0,5903,5616,104,15531,9924,336,0.52,119,0,0,0,0,109,1336,2.56,1509,2.89,1335,2.56,1599,1928,4,3,246,1431,3,0,5,5,6834,0,0,12,26973,3490,6.69,51.73,23483,45.04,46248,0,0,88.7,46248,88.7,52140,37891,258,0.49,72.67,36447,69.9,1186,2.27,0,29247,3223,6.18,56.09,16100,30.88,37944,45702,87.65,136,0.26,72.77,37808,72.51,45761,50911,98,80,23820,335,0.64,45.68,22964,44.04,521,1,5,5.07,19,0,122,292,1,0,7715,8193,0,4422,0,0,22762,19590,51539,57241,51714,51336,3020,5287,16056.3,35280.01,68.22,0,Campus Management,,,,,,,,0,,,,,
3414,289301,"Grand Lodge of Arkansas, F&AM",12/18/2020,12/4/2020,11/29/2019,5/29/2020,FALSE,FALSE,60802,25959,34843,0,232,25,12.59,0,0,0,11566,163,4381,4540,45.51378446,4544,572,622,775,0,0,0,0,447,340,0,0,3115,0,0,3161,0,0,5,670,488,3621,2358,57,424,1291,1155,3527,911,0,0,0,0,60,1297,230,2078,1879,749,5.73,14,0,0,2,1,0,26,0.26,51,0.51,24,0.24,51,59,1,0,378,896,9,3,44,38,2057,0,0,18,810,0,0,8.12,810,8.12,9790,0,0,98.15,9790,98.15,9975,4654,0,0,46.66,3798,38.08,856,8.58,0,2165,0,0,21.7,286,2.87,4179,5480,54.94,0,0,41.89,4179,41.89,4514,5970,60,39,2123,0,0,21.28,1853,18.58,270,2.71,39,45.55,0,0,8,83,1,0,0,0,0,116,0,0,755,1854,9910,11419,164263,163363,0,1068,10452.9,152909.73,93.09,0,Other,,,,,,,,158,,,,,
3415,289401,Southwest High School,1/27/2021,9/11/2020,11/8/2019,4/10/2020,FALSE,FALSE,46217,33119,13098,0,213,1,4.64,5969,2365,309,17254,36,1708,1737,10.62515292,1744,81,84,235,476,362,0,0,138,282,310,298,1096,12,12,330,607,536,0,1351,592,868,610,179,658,41,917,303,613,750,530,0,0,255,2137,34,4021,3617,248,0.5,133,1,1,0,0,0,39,0.24,48,0.29,13,0.08,220,227,1,1,5,195,1,0,10,10,6558,5458,33,38,1983,3,0.02,12.13,1980,12.11,16150,0,0,98.79,16150,98.79,16348,13208,0,0,80.79,13175,80.59,33,0.2,0,4594,4,0.02,28.1,973,5.95,7001,7237,44.27,0,0,42.82,7001,42.82,8588,9487,58,50,4318,0,0,26.41,4302,26.32,16,0.1,10,10.67,7,0,6,10,0,0,4693,5394,0,510,1286,126,1722,4163,10537,17115,17072,16874,0,1455,3789.6,13084.32,76.64,0,Excel,,,,,,,,0,,,,,
3416,289501,Preble High School,1/27/2021,9/11/2020,11/8/2019,4/10/2020,FALSE,FALSE,60129,42070,18059,0,316,4,3.88,7988,3154,406,23413,59,2413,2459,11.82552659,2472,96,101,309,639,552,0,0,148,368,435,438,1490,8,21,437,786,901,0,1768,741,1367,902,209,838,45,1190,322,960,1111,820,0,1,355,2796,39,5144,4626,293,0.46,207,1,1,0,0,0,43,0.21,108,0.52,38,0.18,267,280,1,1,9,320,2,0,12,10,8484,6893,33,36,2601,4,0.02,12.51,2597,12.49,20463,0,0,98.41,20463,98.41,20794,14668,0,0,70.54,14631,70.36,37,0.18,0,5930,4,0.02,28.52,1300,6.25,10088,10467,50.34,0,0,48.51,10088,48.51,11929,13187,63,51,5897,0,0,28.36,5877,28.26,20,0.1,11,11.89,9,0,45,54,0,0,6532,7576,0,703,1838,166,2243,5629,13965,23177,19639,19569,0,2017,5121,14448.47,73.57,0,Excel,,,,,,,,0,,,,,
3417,289601,East High School (WI),2/3/2021,9/11/2020,11/8/2019,4/10/2020,FALSE,FALSE,54792,39851,14941,0,264,1,5.95,10427,3900,686,29216,163,2191,2332,10.22179364,2354,140,147,205,546,486,0,0,107,266,369,340,1262,5,16,315,697,992,1,1286,573,1462,728,195,824,35,967,181,1158,1152,853,0,0,299,3181,51,4809,4375,261,0.61,1147,5,4,1,1,0,60,0.26,95,0.42,44,0.19,255,268,1,1,4,153,1,0,10,8,15720,14443,63,54,2264,1,0,9.92,2263,9.92,22435,0,0,98.34,22435,98.34,22814,16284,2,0.01,71.38,16185,70.94,97,0.43,0,5414,2,0.01,23.73,1037,4.55,7574,7957,34.88,1,0,33.2,7573,33.19,9708,10818,47,33,4670,1,0,20.47,4656,20.41,13,0.06,8,10.32,15,0,28,33,0,0,6131,7447,0,620,1368,81,1948,5021,12776,27962,27888,27441,0,1537,4307.4,23133.56,82.95,0,Excel,,,,,,,,0,,,,,
